Location,Latitude,Longitude,GeoCode Address,Person,Organization,Facility,Artifact
,0.0,0.0,,joshrogin,,the Statue of Liberty,Best # Sandy pic yet
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8746089,-76.9529378,"Massachusetts Avenue Southeast, Washington, DC 20019, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8940808,-77.0005774,"Massachusetts Avenue Northeast, Washington, DC, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8869514,-76.9832297,"Massachusetts Avenue Southeast, Washington, DC 20003, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9560436,-77.1061234,"American University, Massachusetts Avenue, Washington, DC 20016, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9793322,-77.1422754,"Massachusetts Avenue, Bethesda, MD 20817, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9793322,-77.1422754,"Massachusetts Avenue, Bethesda, MD 20817, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8959127,-77.0096058,"Commonwealth of Massachusetts, 444 North Capitol Street Northwest, Washington, DC 20001, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
Haiti Jamaica,19.4061504,-99.15109299999999,"Haití, Buenos Aires, Cuauhtémoc, 06780 Ciudad de México, D.F., Mexico","Haiti , Jamaica officials Haiti , Jamaica officials",Businessweek GlobalPost,,
,0.0,0.0,,RunwayChef I,,either one,
,0.0,0.0,,,,,
NY Toronto west M ' sga New York,40.7127837,-74.0059413,"New York, NY, USA",NY friends we,CdnPress,,
,0.0,0.0,,my me,,my neighbors house,
,0.0,0.0,,,KonceptBlog American State,,
C,0.0,0.0,"C, BKC Road, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",,,39th street pier on lakeshore drive,
,0.0,0.0,,,GramercyOne gramercy1,,
,0.0,0.0,,,WFSBnews Hard  hit Old Lyme,,
,0.0,0.0,,,,,
,0.0,0.0,,,Palm Beach Post,,blog
,0.0,0.0,,,,48 Isabella st,
,0.0,0.0,,,Google,,
,0.0,0.0,,,,Navy Yard & amp ; all MSC buildings,
,0.0,0.0,,Mamdani him,Columbia University,International Affairs Building,
,0.0,0.0,,Many Affected by Sandy,WSJ,,
,0.0,0.0,,Hybrid taxi drivers,,,
,0.0,0.0,,,CBS News,,
,0.0,0.0,,Rosenberg_Mike I,,,
NYC Brooklyn & amp ; Queens,40.6781784,-73.9441579,"Brooklyn, NY, USA",,HVNews HVInsider HudsonValleyWx,,
NYC Brooklyn & amp ; Queens,40.75,-73.86666699999999,"Queens, NY, USA",,HVNews HVInsider HudsonValleyWx,,
NYC Brooklyn & amp ; Queens,40.7127837,-74.0059413,"New York, NY, USA",,HVNews HVInsider HudsonValleyWx,,
,0.0,0.0,,SgtAndyNorris,,,Fake Photos
,0.0,0.0,,LeeGoldbergABC7 JeffSmithABC7 You guys you,,,
,0.0,0.0,,,NCCI Holdings Inc,,
,0.0,0.0,,,,,
,0.0,0.0,,"AntDeRosa every nurse , doctor , cop , fire fighter , emergency services worker out there tonight you",,,
,0.0,0.0,,Sandy Victims,InsideCityHall Board Of Elections,Polling Sites For Sandy Victims,
,0.0,0.0,,em_foley gabearchambault We,,,
,0.0,0.0,,,the Weather Channel,,sandy photos more from the Weather Channel
,0.0,0.0,,,DashBurst Instagram a major social media player,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",friend in NYC,,stores restaurants,no gas no trucks
usa,0.0,0.0,United States,,,,
,0.0,0.0,,andrewsiff4NY,,,
Northwest DC,0.0,0.0,"District of Columbia, USA",SunniAndTheCity,,,
NY,40.7127837,-74.0059413,"New York, NY, USA",AngieZawada,,,an amazing shot of NY today w / the Frankenstorm bearing down
Colorado,0.0,0.0,"Colorado, USA",cakes5757,,Colorado library,
,0.0,0.0,,i,,,
,0.0,0.0,,Individuals,Companies Numerous companies,,Superstorm  Relief Donations From Companies and Individuals million  dollar gifts
,0.0,0.0,,Open Government Data Nerds,OperationArmy,,Hurricane Maps
,0.0,0.0,,,,,
,0.0,0.0,,PiersTonight We,CNN,,
,0.0,0.0,,,,,
,0.0,0.0,,,,,
,0.0,0.0,,the victims of Hurricane Agnes,Congress,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,chicagonews24,,
,0.0,0.0,,zeniusboy we,,,
,0.0,0.0,,,Cnet Breaking NewsNe,,NASA satellite a 3D view of Sandy 's eye
,0.0,0.0,,,Google Penguin / Random House Honda,,
Missouri,0.0,0.0,"Missouri, USA",wendywild Everyone From Missouri,,,
WeatherNerd blog,0.0,0.0,,instapundit,PJMedia_com,,
,0.0,0.0,,,scoopit AirCargoToday,,
,0.0,0.0,,amodelanonymous,,,
,0.0,0.0,,Oktavia NewYorkers hackers New Yorkers nancyrubin,,,
,0.0,0.0,,,HuffingtonPost,,
,0.0,0.0,,terry_mcfly,,,
NJ the Northeast Corridor,26.6347438,-80.0551162,"North J Terrace, Lake Worth, FL 33460, USA",,NJ Transit,,
Manhattan Greenwich Village,40.7335719,-74.0027418,"Greenwich Village, New York, NY, USA",,,Seventh Avenue in Greenwich Village,The view down Seventh Avenue in Greenwich Village
,0.0,0.0,,deeptigarg,,,PICS
,0.0,0.0,,Seventh  grader Samantha Bertolino her,,,
,0.0,0.0,,,CBSPhilly,,PHOTOS
,0.0,0.0,,RippDemUp,Red Cross,,
Maryland,39.0457549,-76.64127119999999,"Maryland, USA",,,Bay Bridge in Maryland,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,TIME TIMENewsfeed,,Stunning time  lapse video
,0.0,0.0,,,Google,,Maps
Raritan Township,40.5041636,-74.89749250000001,"Raritan Township, NJ, USA",Workman,,vehicle,
NYC,40.7127837,-74.0059413,"New York, NY, USA",Staten Island Hotel Owner Sandy Victims,,NYC Marathon Runners ′ Rooms,
Shark river inlet,0.0,0.0,"Shark River Inlet, New Jersey, USA",crazy boater,,,Raw Footage
,0.0,0.0,,anyone who saw CNN 's output on # sandy,,,
,0.0,0.0,,,,,Amazing photo
,0.0,0.0,,"NFL , players",NFL Red Cross USA TODAY The Star  Ledger,,$ 1 million
,0.0,0.0,,,Anheuser  Busch RedCross,,1million cans of water
"Milford , CT",41.2306979,-73.064036,"Milford, CT, USA",,LBINow,,
,0.0,0.0,,Letterman Fallon,,,
,0.0,0.0,,Harlem girls,,,money
Lower Manhattan,40.7230084,-74.00063279999999,"Lower Manhattan, New York, NY, USA",,todayshow,,Story
,0.0,0.0,,TheBrooklynLife,,the subways,
,0.0,0.0,,,accountingweb Accounting Firms,,
,0.0,0.0,,you us,Sound_WaveRadio,,
,0.0,0.0,,,Generation404,,
,0.0,0.0,,,,broken crane 57th streets,
,0.0,0.0,,,GovDelivery,,
,0.0,0.0,,Commuters,,,
,0.0,0.0,,,nprnews Insurance Companies,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,,Crowded Trains,
,0.0,0.0,,AdoTheMomalog letters_of_muse fotofriendlymom lisacng,,,power
,0.0,0.0,,maddow Romney he,,,bus buses
,0.0,0.0,,Baan cungss,,,Camera Baan 's iconic shot of NYC skyline po
,0.0,0.0,,,FortuneMagazine,,
,0.0,0.0,,CraigLayne,DEP,,
,0.0,0.0,,President Obama,,,PHOTOS
,0.0,0.0,,chucktodd cookpolitical adamsmithtimes larrysabato bookernbc4,,,
,0.0,0.0,,,,,
,0.0,0.0,,,,Kennedy Store,
,0.0,0.0,,TheBabyGuyNYC howtobeadad you guys,,hurricanesandy donation centers,this list of # hurricanesandy donation centers
,0.0,0.0,,,mashable,,This Is the Apocalypse ' Video
,0.0,0.0,,,,parking garages Lutheran Medical Center,
,0.0,0.0,,,The # Time # Magazine Instagram,,
,0.0,0.0,,Sandy victims,HomeAdvisor CAS contractors offering services to # Sandy victims,,
,0.0,0.0,,officials,,,
,0.0,0.0,,2  And  Brothers Lost During Sandy,,,
,0.0,0.0,,HeresParkSlope John Jay,armory,,
Soho,40.723301,-74.0029883,"SoHo, New York, NY, USA",Gallerist_NY,,Soho 's expanded @ drawingcenter,
brooklyn,40.6781784,-73.9441579,"Brooklyn, NY, USA",,,brooklyn electric,
,0.0,0.0,,,,Roads,
,0.0,0.0,,MemoRex I we,,,
,0.0,0.0,,Annabelleyyy I We,,,
,0.0,0.0,,we,,,
whistler,0.0,0.0,"Whistler, BC V0N, Canada",doglotion,,,
New York,40.7127837,-74.0059413,"New York, NY, USA",,New York 's Silicon Alley,,
,0.0,0.0,,Ala . volunteer utility crew you,New Jersey town,,
,0.0,0.0,,,,power lines,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,CBSThisMorning AP,,Photo
,0.0,0.0,,Deadspin Shirtless horse  masked jogger,,,
,0.0,0.0,,,,,
,0.0,0.0,,uestlove Ben Gibbard Okkervil River Black Lips,,,Money for Hurricane Relief
,0.0,0.0,,Thirsty Midtown Caffeine Addicts,,Last Starbucks Standing During Hurricane Sandy,
New York,40.7127837,-74.0059413,"New York, NY, USA",,ahramonline,,PHOTO GALLERY
,0.0,0.0,,,,,
,0.0,0.0,,NY NY,,,
,0.0,0.0,,,downtownexpress,,
,0.0,0.0,,iamsuperbianca Ms Bianca you,,,
CT,41.6032207,-73.087749,"Connecticut, USA",Gov . Malloy,GovMalloyOffice Insurers,,
,0.0,0.0,,Alvin691 glennbeck the 9  12ers,mercury1charity,,
,0.0,0.0,,Cyn_Santana,,,
,0.0,0.0,,ISurvivedVW EVERYONE,,,
,0.0,0.0,,People,,,there phones and computers
,0.0,0.0,,Jessica Ospina,,Port Authority tunnels,
,0.0,0.0,,RyanSeacrest I 2 different couples on roofs making out during the hurricane last night,,,
,0.0,0.0,,NJOEM2010,Christie Administration 65 Businesses,,
,0.0,0.0,,Kim Kardashian,HuffingtonPost,,
,0.0,0.0,,AliVelshi,,,
the BBC news channel,0.0,0.0,,IRDR Prof David Alexander,,,
Staten Island,40.5795317,-74.1502007,"Staten Island, NY, USA",Mother ’s Two Sons She Staten Island Neighbors,,,
A dark lower Manhattan A near  empty Times Square,40.758895,-73.985131,"Times Square, Manhattan, NY 10036, USA",,,,Memorable photos from # Sandy
A dark lower Manhattan A near  empty Times Square,40.759011,-73.9844722,"Theater District, New York, NY, USA",,,,Memorable photos from # Sandy
10 States,43.4166287,-73.9854867,"10 States Road, Stony Creek, NY 12878, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,39.0148828,-74.9353294,"10 States Avenue, Villas, NJ 08251, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,34.07655099999999,-84.788156,"10 States Avenue, Dallas, GA 30132, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,43.7300716,-71.35760590000001,"10 States Landing Road, Moultonborough, NH 03254, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,42.365178,-71.063127,"US Department of State, 10 Causeway Street, Boston, MA 02222, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,33.7815552,-84.38733239999999,"US Department of State, 10 10th Street Northwest #165, Atlanta, GA 30309, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,42.4168667,-71.15552100000001,"US Post Office, 10 Court Street, Arlington, MA 02476, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,39.8067643,-74.9672707,"10 United States Avenue, Lindenwold, NJ 08021, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
10 States,40.0661778,-74.8749684,"10 States Avenue, Burlington, NJ 08016, USA",,FCC TechCrunch,25 % Of Cell Towers In 10 States,
,0.0,0.0,,everyone dealing with Sandy,,,floatation devices
New Jersey,0.0,0.0,"New Jersey, USA",zite,,,
,0.0,0.0,,alimignone you and Mike you both,,,
,0.0,0.0,,Reporters,YahooNews,,
NY City,40.7127837,-74.0059413,"New York, NY, USA",Dr @ healthcarewen nytjim paulinechen,nytimeshealth nytimeshealth,,
,0.0,0.0,,,Mashable NASA,,NASA Satellite VIDEO
Atlantic coast NYC,41.48659660000001,-74.092638,"Atlantic Coast Driver Training, Inc., Stewart International Airport (SWF), 1008 Little Britain Road, New Windsor, NY 12553, USA",,,,
throughout East Coast,0.0,0.0,,,,,Pictures
"Long Beach , N.Y",40.5884373,-73.65790799999999,"Long Beach, NY, USA",These people,,,
,0.0,0.0,,bananacbr,,,
,0.0,0.0,,,,,
,0.0,0.0,,Oosthuizen We,,,
Baltimore,39.2903848,-76.6121893,"Baltimore, MD, USA",,,,
Staten Island the Lower Ninth Ward of Sandy,40.5795317,-74.1502007,"Staten Island, NY, USA",katekilla,,,
,0.0,0.0,,,Anheuser  Busch,,Water
"WALLACE , NC",34.735724,-77.99526279999999,"Wallace, NC, USA",livelifeLOUD_11,,,
,0.0,0.0,,YimYim007,,,
,0.0,0.0,,all of u guys KathyWakile richardwakile RosiePierri,,,
,0.0,0.0,,,,,
,0.0,0.0,,ClydeHaberman marathoners ballplayers,,,
US,0.0,0.0,United States,bi_contributors,,US Infrastructure,
,0.0,0.0,,,katieshow they,,
,0.0,0.0,,,,,
,0.0,0.0,,FrankieEff,,,
,0.0,0.0,,Man,,,
Staten Island,40.5795317,-74.1502007,"Staten Island, NY, USA",,,Staten Island ferry port,
,0.0,0.0,,,,,
New York,40.7127837,-74.0059413,"New York, NY, USA",New York 's techiest,city upstartbusiness,,
N.J Several towns in New Jersey,0.0,0.0,"New Jersey, USA",Sandy Victims,WebProNews,,
NJ Town Seaside Heights,39.944285,-74.0729139,"Seaside Heights, NJ, USA",,Occupied_Air,,
,0.0,0.0,,air travelers,,,
,0.0,0.0,,Giuliani,,,
East Coast Sandy  Battered Northeast,0.0,0.0,,,Anonymous_Newz,,
NYC NYC,40.7127837,-74.0059413,"New York, NY, USA",NYC residents NYC Councilmember @ JulissaFerreras,,,
photo site,48.83722150000001,2.3536464,"GOBELINS, l'école de l'image, 73 Boulevard Saint-Marcel, 75013 Paris, France",,Mail Online,,photo
,0.0,0.0,,DreStacks1oh7 xoDEECole you you,,,
,0.0,0.0,,Drivers,ABC,Road,
NYC,40.7127837,-74.0059413,"New York, NY, USA",NYC Mayor babies conceived during this monster storm,,,
,0.0,0.0,,Matt Lauer the people it 's for,,,
,0.0,0.0,,jstanley54 corybooker My follower of the week,,,
Sandy affected areas,0.0,0.0,,Our presidents,,,the money
,0.0,0.0,,,Feds,,
,0.0,0.0,,ansonmount 5 Workers,YahooFinance,,
,0.0,0.0,,bigboyv86 I,,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,AP,First NYC subway train tunnels,
the # outofservice blog,0.0,0.0,,Sandy survivors,ahumanright,,
which states,0.0,0.0,,,HuffingtonPost,,
,0.0,0.0,,I me,,,
Red Hook,40.6772802,-74.0094471,"Red Hook, Brooklyn, NY, USA",Gothamist Sandy Volunteer In Red Hook,,,
Red Hook,41.9950919,-73.87541139999999,"Red Hook, NY 12571, USA",Gothamist Sandy Volunteer In Red Hook,,,
Massachusetts,42.4072107,-71.3824374,"Massachusetts, USA",Thousands,,,Massachusetts Power Outages MAP INFOGRAPHIC
,0.0,0.0,,tdotscott DJBlazeDC,,,
,0.0,0.0,,Lancebowski,NASA,,NASA space view http://t.co/RUSHLrr7
Toronto,0.0,0.0,"Toronto, PE C0A, Canada",Woman,postedtoronto,,
across NJ,39.94288,-75.119323,"Broadway Across from WRTC, Camden, NJ 08103, USA",GovChristie,BP,about 100 more stations,
across NJ,40.219322,-74.75420199999999,"Trenton Transit Center, Trenton, NJ 08609, USA",GovChristie,BP,about 100 more stations,
across NJ,40.747308,-74.17042,"Broad St Across from NJT Station, Newark, NJ 07102, USA",GovChristie,BP,about 100 more stations,
across NJ,39.35966,-74.43395100000001,"Across Atlantic Ave at Ohio Ave, Atlantic City, NJ 08401, USA",GovChristie,BP,about 100 more stations,
across NJ,40.4998839,-74.44673399999999,"Rutgers–New Brunswick, Path across Voorhees Mall, New Brunswick, NJ 08901, USA",GovChristie,BP,about 100 more stations,
across NJ,40.7260143,-74.30891700000001,"Bridge across Old Shorts Hills, Millburn, NJ 07078, USA",GovChristie,BP,about 100 more stations,
,0.0,0.0,,,thedailyjournal Post office south jersey,,
,0.0,0.0,,too much friends and family in harms way,,,
,0.0,0.0,,US Army Infantry soldiers,US Army,,
,0.0,0.0,,Roger Goodell Hurricane Sandy first responders,,MetLife Stadium ( Shutdown Corner,
,0.0,0.0,,,nytimes,,
New Jersey Coast,40.02774429999999,-74.10286339999999,"Coast Drive, Brick, NJ 08723, USA",,AmericaNews247,,
New Jersey Coast,39.7309089,-74.2859218,"Coast Avenue, Stafford Township, NJ 08050, USA",,AmericaNews247,,
New Jersey Coast,39.7296213,-74.1221097,"East Coast Avenue, Beach Haven, NJ 08008, USA",,AmericaNews247,,
New Jersey Coast,28.3706419,-82.6901881,"New Jersey Avenue, Hudson, FL 34667, USA",,AmericaNews247,,
New Jersey Coast,30.2363325,-85.6682041,"New Jersey Avenue, Lynn Haven, FL 32444, USA",,AmericaNews247,,
,0.0,0.0,,hitRECordJoe Louis CK,,,
StatenIsland,40.5795317,-74.1502007,"Staten Island, NY, USA",Five,D.A. 's office,StatenIsland stores,
New York,40.7127837,-74.0059413,"New York, NY, USA",my sister in New York she CHICAGO NYC,,,
NJ,0.0,0.0,"New Jersey, USA",GovChristie I NJ homeowners,insurance companies,,
,0.0,0.0,,,,,
,0.0,0.0,,,,,
,0.0,0.0,,,,,"BOXED DISASTER,EARTHQUAKE , TORNADO,HURRICANE,EMERGENCY KITS"
,0.0,0.0,,you,MyNews24,,See the pictures & gt;&gt ; GALLERY : Superstorm Sandy aftermath
,0.0,0.0,,your,,your Post  Sandy Voting Site,
,0.0,0.0,,,Geeks Without Bounds,,
"Beach Haven , their former hometown",39.5592848,-74.2431962,"Beach Haven, NJ, USA",Band members,AsburyParkPress,,
,0.0,0.0,,drdigipol David Koch,,,
Cape Town,0.0,0.0,"Cape Town, Cape Town, South Africa",doctorlouw Cape Town meteorologists,,,
,0.0,0.0,,EdwardTufte,,,
,0.0,0.0,,friends family,weatherchannel,,
New York,40.7127837,-74.0059413,"New York, NY, USA",,Silicon Alley The Verge New York 's internet industry,,diesel
NJ,0.0,0.0,"New Jersey, USA",BrennaSolberg VINNYGUADAGNINO,,,
around the block,0.0,0.0,"Around the Block Project, 25 University Avenue, Charlottetown, PE C1A, Canada",Tea_raw,,,
,0.0,0.0,,we,FortuneMagazine,,
between NY 27 to Merrick Road in Nassau County,0.0,0.0,"Nassau, The Bahamas",,nyvost,NY 135 S / B NY 27,
,0.0,0.0,,JeffBercovici,Forbes Time magazine Instagram,,
,0.0,0.0,,,ELLEmagazine,,
,0.0,0.0,,,,,
,0.0,0.0,,the man behind “ Is Twitter Wrong ?” who helped debunk fake pictures during Hurricane Sandy zite,,,
NC towns,34.9208214,-83.7199136,"Towns County, GA, USA",Friends,New Observer USA News,,
NC towns,34.2270902,-78.023744,"Towns Court, Leland, NC 28451, USA",Friends,New Observer USA News,,
NC towns,36.378365,-78.18656179999999,"Towns Lane, Warrenton, NC 27589, USA",Friends,New Observer USA News,,
,0.0,0.0,,,Reuters U.S . companies,,
,0.0,0.0,,,YahooFinance,,
,0.0,0.0,,,PreventionMag,,
,0.0,0.0,,They Jim Iyke he,The federal government,,
New # Sandy Food & amp ; Clothing Drive location 2300 Eastchester Rd,0.0,0.0,,amandaplasencia MikeFavetta,BronxProducer,Keller Williams Realty 2300 Eastchester Rd,
,0.0,0.0,,NYC,NYCTSubwayScoop,,
,0.0,0.0,,financialplanning Investors,,,
,0.0,0.0,,ParallelsMac you,,,7 iPhone Apps that could help you survive her
,0.0,0.0,,,,,
,0.0,0.0,,TUSK81 Fireman PrincessGwenie1,,,Photo
,0.0,0.0,,gsacidor everyone me your,CBSPhilly,,your # Sandy pics & amp ; videos
StatenIsland,40.5795317,-74.1502007,"Staten Island, NY, USA",JohnSchriffen,ABC,,an # NYPD helicopter Those
New York,40.7127837,-74.0059413,"New York, NY, USA",piersmorgan,,,
Battery Park,36.9965372,-76.5741199,"Battery Park, VA 23430, USA",,,Battery Park City Esplanade,
NY Jersey,40.6415171,-74.0867859,"Jersey Street, Staten Island, NY 10301, USA",DeeParker,,subways houses,
NY Jersey,40.7243694,-73.9958931,"Jersey Street, New York, NY 10012, USA",DeeParker,,subways houses,
NY Jersey,40.44318639999999,-74.1577756,"Jersey Avenue, Union Beach, NJ 07735, USA",DeeParker,,subways houses,
NY Jersey,40.6614742,-74.23431939999999,"Jersey Avenue, Elizabeth, NJ 07202, USA",DeeParker,,subways houses,
NY Jersey,40.7240718,-74.0457078,"Jersey Avenue, Jersey City, NJ, USA",DeeParker,,subways houses,
NY Jersey,40.5806684,-74.23043919999999,"Jersey Street, Carteret, NJ 07008, USA",DeeParker,,subways houses,
NY Jersey,40.4697002,-74.275651,"Jersey Street, South Amboy, NJ 08879, USA",DeeParker,,subways houses,
NY Jersey,40.6586041,-74.1976653,"East Jersey Street, Elizabeth, NJ, USA",DeeParker,,subways houses,
NY Jersey,40.66428639999999,-74.2202113,"West Jersey Street, Elizabeth, NJ, USA",DeeParker,,subways houses,
NY Jersey,44.3052213,-73.4438261,"Jersey Street, Essex, NY 12936, USA",DeeParker,,subways houses,
NY Jersey,42.3866258,-74.91332369999999,"Jersey Road, Meredith, NY, USA",DeeParker,,subways houses,
NY Jersey,44.693174,-75.482796,"Jersey Avenue, Ogdensburg, NY 13669, USA",DeeParker,,subways houses,
NY Jersey,42.9002628,-78.8895416,"Jersey Street, Buffalo, NY, USA",DeeParker,,subways houses,
NY Jersey,41.368723,-74.68795600000001,"Jersey Avenue, Port Jervis, NY 12771, USA",DeeParker,,subways houses,
NY Jersey,43.2560097,-77.17507140000001,"Jersey Road, Williamson, NY 14589, USA",DeeParker,,subways houses,
NY Jersey,44.2613987,-74.0069263,"Jersey Street, Lake Placid, NY 12946, USA",DeeParker,,subways houses,
NY Jersey,40.7358183,-73.38100659999999,"Jersey Street, West Babylon, NY 11704, USA",DeeParker,,subways houses,
NY Jersey,40.7722909,-73.539183,"Jersey Street, Hicksville, NY 11801, USA",DeeParker,,subways houses,
NY Jersey,43.161144,-77.5564192,"Jersey Street, Rochester, NY 14609, USA",DeeParker,,subways houses,
NY Jersey,42.9750463,-77.8492985,"Jersey Street, Caledonia, NY 14423, USA",DeeParker,,subways houses,
NY Jersey,40.770818,-73.317543,"Jersey Street, Deer Park, NY 11729, USA",DeeParker,,subways houses,
NY Jersey,43.1880071,-76.0387252,"Jersey Path, Cicero, NY 13039, USA",DeeParker,,subways houses,
NY Jersey,40.9393567,-72.9896554,"Jersey Avenue, Miller Place, NY 11764, USA",DeeParker,,subways houses,
NY Jersey,40.6587784,-74.1737671,"Jersey Gardens Boulevard, Elizabeth, NJ 07201, USA",DeeParker,,subways houses,
NY Jersey,41.5815419,-74.54804,"Jersey Road, Wurtsboro, NY 12790, USA",DeeParker,,subways houses,
NY Jersey,40.939833,-73.106364,"South Jersey Avenue, Setauket- East Setauket, NY 11733, USA",DeeParker,,subways houses,
Rockaway Beach NYC,40.5867247,-73.8114993,"Rockaway Beach, Queens, NY 11693, USA",RyanRayder Buccigross,,,
,0.0,0.0,,you,FOX29philly,,
,0.0,0.0,,Bloomberg,Greenpeace,,
,0.0,0.0,,jeffgerstmann bradshoemaker,,,
US,0.0,0.0,United States,6 . 5m pple phoenixxe,,,phoenixxe 's photo
,0.0,0.0,,my,,my house,
Philadelphia,0.0,0.0,"Philadelphia, PA, USA",j_crucify you Philadelphia residents,PSPCA phillypaw,,
,0.0,0.0,,Chris Weidman,,Chris Weidman ’s house,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,the atlantic,,amazing photos by the atlantic of # hurricanesandy in NYC
